country,indicator.x,year,rural_pop,indicator.y,slum_pop,gov_exp,total_gdp,indicator.x.x,mort,indicator.y.y,poverty,indicator.x.x.x,income,indicator.y.y.y,electric
ABW,SP.RUR.TOTL.ZS,1960,49.224,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1961,49.239,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1962,49.254,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1963,49.27,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1964,49.285,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1965,49.3,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1966,49.315,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1967,49.33,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1968,49.346,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1969,49.361,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1970,49.376,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1971,49.391,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1972,49.407,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1973,49.422,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1974,49.437,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1975,49.452,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1976,49.468,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1977,49.483,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1978,49.498,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1979,49.513,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1980,49.528,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1981,49.544,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1982,49.559,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1983,49.574,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1984,49.589,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1985,49.605,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1986,49.62,EN.POP.SLUM.UR.ZS,NA,NA,6283.00144344602,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1987,49.635,EN.POP.SLUM.UR.ZS,NA,NA,7567.25364168664,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1988,49.65,EN.POP.SLUM.UR.ZS,NA,NA,9274.51415613905,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1989,49.665,EN.POP.SLUM.UR.ZS,NA,NA,10767.3962204623,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,1990,49.681,EN.POP.SLUM.UR.ZS,NA,NA,11638.7337057728,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,1991,49.696,EN.POP.SLUM.UR.ZS,NA,NA,12850.2157123975,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,99.15365601
ABW,SP.RUR.TOTL.ZS,1992,50.002,EN.POP.SLUM.UR.ZS,NA,NA,13657.6706444765,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,99.1971283
ABW,SP.RUR.TOTL.ZS,1993,50.412,EN.POP.SLUM.UR.ZS,NA,NA,14970.1523419526,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,99.23991394
ABW,SP.RUR.TOTL.ZS,1994,50.823,EN.POP.SLUM.UR.ZS,NA,NA,16675.2784883673,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,1995,51.233,EN.POP.SLUM.UR.ZS,NA,NA,17140.4333687405,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,1996,51.644,EN.POP.SLUM.UR.ZS,NA,NA,17375.2253063755,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,1997,52.054,EN.POP.SLUM.UR.ZS,NA,NA,18713.4253880988,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,1998,52.464,EN.POP.SLUM.UR.ZS,NA,22.08238983,19742.3167386832,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,1999,52.873,EN.POP.SLUM.UR.ZS,NA,19.28166008,19833.8267458639,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2000,53.283,EN.POP.SLUM.UR.ZS,NA,21.80771065,21026.1670909022,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,91.660398
ABW,SP.RUR.TOTL.ZS,2001,53.661,EN.POP.SLUM.UR.ZS,NA,21.32317924,20911.1927670907,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2002,54.028,EN.POP.SLUM.UR.ZS,NA,19.75715065,21375.269123446,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2003,54.394,EN.POP.SLUM.UR.ZS,NA,NA,22050.589873287,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2004,54.76,EN.POP.SLUM.UR.ZS,NA,14.90291023,24105.5241207717,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2005,55.125,EN.POP.SLUM.UR.ZS,NA,18.88828087,24978.2216741187,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2006,55.489,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2007,55.853,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2008,56.217,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2009,56.579,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2010,56.941,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,93.35629215
ABW,SP.RUR.TOTL.ZS,2011,57.06,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2012,57.043,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2013,57.01,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2014,56.959,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2015,56.892,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2016,56.808,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2017,56.707,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2018,56.589,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2019,56.454,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2020,56.303,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2021,56.134,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,100
ABW,SP.RUR.TOTL.ZS,2022,55.948,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
ABW,SP.RUR.TOTL.ZS,2023,NA,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1960,85.43618957,EN.POP.SLUM.UR.ZS,NA,NA,141.385955373779,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1961,85.18859002,EN.POP.SLUM.UR.ZS,NA,NA,144.3424344292,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1962,84.93075101,EN.POP.SLUM.UR.ZS,NA,NA,148.774835134161,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1963,84.6520244,EN.POP.SLUM.UR.ZS,NA,NA,157.047579912888,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1964,84.35980521,EN.POP.SLUM.UR.ZS,NA,NA,166.849790627809,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1965,84.05871752,EN.POP.SLUM.UR.ZS,NA,NA,177.769085557526,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1966,83.74482326,EN.POP.SLUM.UR.ZS,NA,NA,186.630486335778,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1967,83.42568964,EN.POP.SLUM.UR.ZS,NA,NA,199.559835253667,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1968,83.10039178,EN.POP.SLUM.UR.ZS,NA,NA,210.078097193662,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1969,82.76548189,EN.POP.SLUM.UR.ZS,NA,NA,229.711026209192,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1970,82.4480332,EN.POP.SLUM.UR.ZS,NA,NA,243.158263263444,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1971,82.12467897,EN.POP.SLUM.UR.ZS,NA,NA,258.700522887172,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1972,81.7794651,EN.POP.SLUM.UR.ZS,NA,NA,270.761172089169,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1973,81.43765801,EN.POP.SLUM.UR.ZS,NA,NA,345.573458298061,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1974,81.12110122,EN.POP.SLUM.UR.ZS,NA,NA,412.830995011047,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1975,80.7987948,EN.POP.SLUM.UR.ZS,NA,NA,426.300936268353,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1976,80.47587528,EN.POP.SLUM.UR.ZS,NA,NA,414.469755893952,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1977,80.13956242,EN.POP.SLUM.UR.ZS,NA,NA,447.927785237784,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1978,79.78490375,EN.POP.SLUM.UR.ZS,NA,NA,485.666382183455,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1979,79.44497789,EN.POP.SLUM.UR.ZS,NA,NA,560.17574948621,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1980,79.12388765,EN.POP.SLUM.UR.ZS,NA,NA,720.771506535702,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1981,78.83430994,EN.POP.SLUM.UR.ZS,NA,NA,729.91243237798,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1982,78.55489416,EN.POP.SLUM.UR.ZS,NA,NA,668.797686871538,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1983,78.21289317,EN.POP.SLUM.UR.ZS,NA,NA,692.732222034866,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1984,77.8074643,EN.POP.SLUM.UR.ZS,NA,NA,625.466636283997,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1985,77.3548948,EN.POP.SLUM.UR.ZS,NA,NA,506.816677108566,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1986,76.85187198,EN.POP.SLUM.UR.ZS,NA,NA,555.611325563391,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1987,76.34035077,EN.POP.SLUM.UR.ZS,NA,NA,655.89118815264,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1988,75.82645065,EN.POP.SLUM.UR.ZS,NA,NA,702.320060586,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1989,75.31714988,EN.POP.SLUM.UR.ZS,NA,NA,725.869674635635,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1990,74.79720147,EN.POP.SLUM.UR.ZS,NA,NA,821.817304297979,SH.DYN.MORT,165.832561519295,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1991,74.35485395,EN.POP.SLUM.UR.ZS,NA,NA,865.255504561013,SH.DYN.MORT,164.161054739235,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1992,73.9261261,EN.POP.SLUM.UR.ZS,NA,NA,734.738292520253,SH.DYN.MORT,162.695216656375,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1993,73.49017685,EN.POP.SLUM.UR.ZS,NA,NA,710.176420891463,SH.DYN.MORT,161.379202446574,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1994,73.05129114,EN.POP.SLUM.UR.ZS,NA,NA,700.189236398524,SH.DYN.MORT,161.983963117422,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1995,72.66471181,EN.POP.SLUM.UR.ZS,NA,NA,766.165630990583,SH.DYN.MORT,156.580561402565,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1996,72.37510267,EN.POP.SLUM.UR.ZS,NA,NA,741.056263091438,SH.DYN.MORT,153.998650706914,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1997,72.08892778,EN.POP.SLUM.UR.ZS,NA,NA,762.894348414818,SH.DYN.MORT,151.260901621137,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1998,71.79662469,EN.POP.SLUM.UR.ZS,NA,NA,700.224695923614,SH.DYN.MORT,147.410842670347,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,1999,71.51013215,EN.POP.SLUM.UR.ZS,NA,NA,673.520993456632,SH.DYN.MORT,142.992355070727,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,2000,71.22722006,EN.POP.SLUM.UR.ZS,55.3704283310768,15.39911985,710.665706000546,SH.DYN.MORT,138.180234738639,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,19.95730162
AFE,SP.RUR.TOTL.ZS,2001,70.92840919,EN.POP.SLUM.UR.ZS,NA,NA,631.595695254329,SH.DYN.MORT,132.744121726178,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,19.97536468
AFE,SP.RUR.TOTL.ZS,2002,70.61380972,EN.POP.SLUM.UR.ZS,60.6544044833532,NA,631.928281719936,SH.DYN.MORT,127.135609785381,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,21.57650001
AFE,SP.RUR.TOTL.ZS,2003,70.30158065,EN.POP.SLUM.UR.ZS,NA,NA,818.121921351071,SH.DYN.MORT,121.43551493647,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,22.52926483
AFE,SP.RUR.TOTL.ZS,2004,69.9858519,EN.POP.SLUM.UR.ZS,59.5995583529185,16.54036283,991.192169016285,SH.DYN.MORT,115.828866802817,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,23.74953137
AFE,SP.RUR.TOTL.ZS,2005,69.65013149,EN.POP.SLUM.UR.ZS,NA,18.05873871,1126.37594782517,SH.DYN.MORT,110.471932277019,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,23.49301278
AFE,SP.RUR.TOTL.ZS,2006,69.32393449,EN.POP.SLUM.UR.ZS,59.1332882467887,17.00898123,NA,SH.DYN.MORT,105.457181745716,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,25.19122064
AFE,SP.RUR.TOTL.ZS,2007,69.06523361,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,100.411263900067,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,26.80793711
AFE,SP.RUR.TOTL.ZS,2008,68.6567587,EN.POP.SLUM.UR.ZS,58.4211449809295,NA,NA,SH.DYN.MORT,95.3811815990238,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,25.94331608
AFE,SP.RUR.TOTL.ZS,2009,68.2424738,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,90.7111291854921,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,26.193895212401905
AFE,SP.RUR.TOTL.ZS,2010,67.81870901,EN.POP.SLUM.UR.ZS,57.6771929585988,NA,NA,SH.DYN.MORT,86.4163803141884,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,27.40011023
AFE,SP.RUR.TOTL.ZS,2011,67.38230803,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,82.4915063909405,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,28.91434832
AFE,SP.RUR.TOTL.ZS,2012,66.9595264,EN.POP.SLUM.UR.ZS,56.9068102992281,NA,NA,SH.DYN.MORT,78.7877273029938,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,31.66692787
AFE,SP.RUR.TOTL.ZS,2013,66.52378832,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,75.4426897327386,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,31.69518347
AFE,SP.RUR.TOTL.ZS,2014,66.06303737,EN.POP.SLUM.UR.ZS,56.1389565275885,NA,NA,SH.DYN.MORT,72.4923836880967,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,31.85925734
AFE,SP.RUR.TOTL.ZS,2015,65.57441631,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,69.8691858575132,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,33.90351465
AFE,SP.RUR.TOTL.ZS,2016,65.10524743,EN.POP.SLUM.UR.ZS,55.3487111187575,NA,NA,SH.DYN.MORT,67.3639290496706,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,38.85144389
AFE,SP.RUR.TOTL.ZS,2017,64.64109932,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,65.0910528384151,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,40.19733187
AFE,SP.RUR.TOTL.ZS,2018,64.15240222,EN.POP.SLUM.UR.ZS,54.6729401643048,NA,NA,SH.DYN.MORT,62.8571893618424,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,43.02833222
AFE,SP.RUR.TOTL.ZS,2019,63.66374063,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,60.8559168091663,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,44.38977283
AFE,SP.RUR.TOTL.ZS,2020,63.17169763,EN.POP.SLUM.UR.ZS,54.3863511297165,NA,NA,SH.DYN.MORT,59.0873088673173,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,46.26862057
AFE,SP.RUR.TOTL.ZS,2021,62.67630116,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,57.2847270993243,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,48.10360869
AFE,SP.RUR.TOTL.ZS,2022,62.17484192,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
AFE,SP.RUR.TOTL.ZS,2023,NA,EN.POP.SLUM.UR.ZS,NA,NA,NA,SH.DYN.MORT,NA,SI.POV.NAHC,NA,SI.DST.FRST.20,NA,NA,NA
